"Fap3","annee","Pourcentage","Horaire_atypique","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"A1Z","2017-2019",30.95,"Travail le samedi","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","2017-2019",2.05,"Travail de nuit","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","2017-2019",12.24,"Travail le dimanche","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A3Z41","2017-2019",NA,"Travail le samedi","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","2017-2019",NA,"Travail de nuit","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","2017-2019",NA,"Travail le dimanche","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",74.97,"Travail le samedi","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",43.76,"Travail de nuit","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",63.5,"Travail le dimanche","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",NA,"Travail le samedi","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",NA,"Travail de nuit","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",NA,"Travail le dimanche","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"F","2017-2019",23.55,"Travail le samedi","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","2017-2019",9.57,"Travail de nuit","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","2017-2019",9.44,"Travail le dimanche","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"B2Z40","2017-2019",21.21,"Travail le samedi","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","2017-2019",1.73,"Travail de nuit","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","2017-2019",5.56,"Travail le dimanche","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S2Z80","2017-2019",75.57,"Travail le samedi","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","2017-2019",25.37,"Travail de nuit","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","2017-2019",57.78,"Travail le dimanche","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",52.2,"Travail le samedi","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",10.46,"Travail de nuit","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",41.96,"Travail le dimanche","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"R3Z80","2017-2019",79.39,"Travail le samedi","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","2017-2019",5.67,"Travail de nuit","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","2017-2019",37.35,"Travail le dimanche","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",66.94,"Travail le samedi","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",5.1,"Travail de nuit","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",30.47,"Travail le dimanche","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"B4Z42","2017-2019",33.63,"Travail le samedi","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","2017-2019",2.03,"Travail de nuit","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","2017-2019",8.11,"Travail le dimanche","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"D4Z40","2017-2019",18.86,"Travail le samedi","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","2017-2019",12.53,"Travail de nuit","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","2017-2019",3.16,"Travail le dimanche","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"G0B41","2017-2019",48.29,"Travail le samedi","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","2017-2019",4.24,"Travail de nuit","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","2017-2019",8.89,"Travail le dimanche","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"D","2017-2019",19.55,"Travail le samedi","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","2017-2019",11.83,"Travail de nuit","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","2017-2019",6.14,"Travail le dimanche","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"V2Z90","2017-2019",55.77,"Travail le samedi","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","2017-2019",25.58,"Travail de nuit","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","2017-2019",32.79,"Travail le dimanche","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",58.66,"Travail le samedi","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",21.05,"Travail de nuit","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",28.35,"Travail le dimanche","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"ZZZ","2017-2019",41.93,"Travail le samedi","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","2017-2019",10.33,"Travail de nuit","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","2017-2019",23.86,"Travail le dimanche","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"Z","2017-2019",41.93,"Travail le samedi","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","2017-2019",10.33,"Travail de nuit","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","2017-2019",23.86,"Travail le dimanche","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"T4Z62","2017-2019",49.26,"Travail le samedi","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","2017-2019",21.34,"Travail de nuit","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","2017-2019",17.68,"Travail le dimanche","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"F4Z","2017-2019",29,"Travail le samedi","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","2017-2019",27.32,"Travail de nuit","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","2017-2019",18.09,"Travail le dimanche","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"J0Z20","2017-2019",29.33,"Travail le samedi","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","2017-2019",11.92,"Travail de nuit","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","2017-2019",8.08,"Travail le dimanche","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"F4Z20","2017-2019",NA,"Travail le samedi","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","2017-2019",NA,"Travail de nuit","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","2017-2019",NA,"Travail le dimanche","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C0Z","2017-2019",10.27,"Travail le samedi","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","2017-2019",12.34,"Travail de nuit","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","2017-2019",4.47,"Travail le dimanche","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"J0Z","2017-2019",29.33,"Travail le samedi","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","2017-2019",11.92,"Travail de nuit","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","2017-2019",8.08,"Travail le dimanche","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"D3Z","2017-2019",23.12,"Travail le samedi","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","2017-2019",10.88,"Travail de nuit","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","2017-2019",5.75,"Travail le dimanche","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"E0Z21","2017-2019",30.13,"Travail le samedi","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","2017-2019",27.65,"Travail de nuit","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","2017-2019",10.49,"Travail le dimanche","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",24.34,"Travail le samedi","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",30.65,"Travail de nuit","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",12.77,"Travail le dimanche","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",27.38,"Travail le samedi","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",27.63,"Travail de nuit","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",12.47,"Travail le dimanche","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B0Z20","2017-2019",14.36,"Travail le samedi","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","2017-2019",5.46,"Travail de nuit","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","2017-2019",7.55,"Travail le dimanche","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"K0Z20","2017-2019",13.38,"Travail le samedi","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","2017-2019",1.81,"Travail de nuit","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","2017-2019",1.95,"Travail le dimanche","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"B0Z21","2017-2019",7.56,"Travail le samedi","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","2017-2019",0.45,"Travail de nuit","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","2017-2019",0.58,"Travail le dimanche","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",11.09,"Travail le samedi","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",3.05,"Travail de nuit","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",4.2,"Travail le dimanche","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"E0Z23","2017-2019",NA,"Travail le samedi","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","2017-2019",NA,"Travail de nuit","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","2017-2019",NA,"Travail le dimanche","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B3Z","2017-2019",11.74,"Travail le samedi","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","2017-2019",2.35,"Travail de nuit","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","2017-2019",5.2,"Travail le dimanche","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"F0Z","2017-2019",18.53,"Travail le samedi","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","2017-2019",4.91,"Travail de nuit","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","2017-2019",1.25,"Travail le dimanche","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F2Z","2017-2019",6.51,"Travail le samedi","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","2017-2019",3.78,"Travail de nuit","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","2017-2019",1.58,"Travail le dimanche","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"E0Z22","2017-2019",28.85,"Travail le samedi","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","2017-2019",35.55,"Travail de nuit","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","2017-2019",20.23,"Travail le dimanche","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"D3Z20","2017-2019",23.12,"Travail le samedi","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","2017-2019",10.88,"Travail de nuit","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","2017-2019",5.75,"Travail le dimanche","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D0Z","2017-2019",16.43,"Travail le samedi","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","2017-2019",19.09,"Travail de nuit","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","2017-2019",2.19,"Travail le dimanche","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"F4Z41","2017-2019",30.6,"Travail le samedi","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","2017-2019",28.07,"Travail de nuit","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","2017-2019",18.14,"Travail le dimanche","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C1Z","2017-2019",15.3,"Travail le samedi","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","2017-2019",18.02,"Travail de nuit","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","2017-2019",6.12,"Travail le dimanche","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"G0A","2017-2019",27.2,"Travail le samedi","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","2017-2019",13.11,"Travail de nuit","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","2017-2019",14.57,"Travail le dimanche","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",25.34,"Travail le samedi","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",17.08,"Travail de nuit","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","2017-2019",13.83,"Travail le dimanche","Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",21.07,"Travail le samedi","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",16.7,"Travail de nuit","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","2017-2019",10.5,"Travail le dimanche","Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"J1Z","2017-2019",26.46,"Travail le samedi","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","2017-2019",11.8,"Travail de nuit","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","2017-2019",8.28,"Travail le dimanche","Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D4Z","2017-2019",17.73,"Travail le samedi","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","2017-2019",13.45,"Travail de nuit","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","2017-2019",3.76,"Travail le dimanche","Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"B4Z44","2017-2019",27.48,"Travail le samedi","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","2017-2019",0.95,"Travail de nuit","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z44","2017-2019",4.74,"Travail le dimanche","Ouvriers qualifiés de la peinture et de la finition du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"G0B","2017-2019",40.86,"Travail le samedi","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","2017-2019",3.4,"Travail de nuit","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B","2017-2019",7.21,"Travail le dimanche","Ouvriers qualifiés de la réparation automobile","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"E1Z","2017-2019",36.88,"Travail le samedi","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","2017-2019",31.44,"Travail de nuit","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z","2017-2019",21.36,"Travail le dimanche","Ouvriers qualifiés des industries de process","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",NA,"Travail le samedi","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",NA,"Travail de nuit","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z44","2017-2019",NA,"Travail le dimanche","Ouvriers qualifiés des industries lourdes du bois et de la fabrication de papier-carton","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"B1Z","2017-2019",14.18,"Travail le samedi","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","2017-2019",7.16,"Travail de nuit","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B1Z","2017-2019",5.21,"Travail le dimanche","Ouvriers qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B1Z","Ouvriers qualifiés des travaux publics, du béton et de l'extraction"
"B2Z","2017-2019",20.3,"Travail le samedi","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z","2017-2019",2.39,"Travail de nuit","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z","2017-2019",5.57,"Travail le dimanche","Ouvriers qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"J1Z40","2017-2019",26.2,"Travail le samedi","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","2017-2019",12.9,"Travail de nuit","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z40","2017-2019",8,"Travail le dimanche","Ouvriers qualifiés du magasinage et de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"B4Z","2017-2019",29.69,"Travail le samedi","Ouvriers qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
