"fap","tr_age","annee_2017_2019","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"J5Z80","25-29 ans",7.92686,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","30-34 ans",10.39012,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","35-39 ans",11.48484,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","40-44 ans",11.45408,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","45-49 ans",11.00537,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","50-54 ans",10.16983,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","55-59 ans",5.83194,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","60 ans ou plus",2.58936,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","15-24 ans",11.33227,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","25-29 ans",15.60132,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","30-34 ans",17.00294,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","35-39 ans",21.6043,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","40-44 ans",20.95121,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","45-49 ans",18.99566,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","50-54 ans",17.57057,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","55-59 ans",21.06334,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","60 ans ou plus",2.51257,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","15-24 ans",8.62161,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","25-29 ans",13.09912,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","30-34 ans",16.82177,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","35-39 ans",12.54966,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","40-44 ans",12.01898,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","45-49 ans",13.96586,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","50-54 ans",14.46874,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","55-59 ans",10.53324,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","60 ans ou plus",2.84458,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"A2Z70","15-24 ans",7.56571,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","25-29 ans",6.9898,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","30-34 ans",5.00588,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","35-39 ans",5.24256,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","40-44 ans",6.977,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","45-49 ans",5.94367,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","50-54 ans",5.37946,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","55-59 ans",5.72989,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","60 ans ou plus",2.69314,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"C2Z","15-24 ans",9.1744,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","25-29 ans",14.45617,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","30-34 ans",18.86284,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","35-39 ans",17.36506,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","40-44 ans",14.55876,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","45-49 ans",16.57534,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","50-54 ans",16.79223,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","55-59 ans",12.77442,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","60 ans ou plus",3.36912,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"G1Z","15-24 ans",37.63752,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","25-29 ans",65.81846,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","30-34 ans",62.68359,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","35-39 ans",66.76256,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","40-44 ans",59.40991,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","45-49 ans",67.06627,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","50-54 ans",64.63899,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","55-59 ans",49.285,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","60 ans ou plus",16.60496,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","15-24 ans",20.23676,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","25-29 ans",34.44096,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","30-34 ans",36.49161,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","35-39 ans",35.50049,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","40-44 ans",36.25875,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","45-49 ans",40.91585,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","50-54 ans",39.45222,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","55-59 ans",27.03802,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","60 ans ou plus",5.52897,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z","15-24 ans",14.20194,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","25-29 ans",25.30805,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","30-34 ans",29.34278,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","35-39 ans",35.35567,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","40-44 ans",31.54036,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","45-49 ans",32.98389,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","50-54 ans",24.95362,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","55-59 ans",23.8506,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","60 ans ou plus",3.30413,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"D6Z","15-24 ans",16.40846,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","25-29 ans",24.74896,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","30-34 ans",30.83217,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","35-39 ans",38.26014,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","40-44 ans",38.96649,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","45-49 ans",37.89523,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","50-54 ans",34.66234,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","55-59 ans",38.41755,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","60 ans ou plus",7.42772,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"F5Z","15-24 ans",1.95071,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","25-29 ans",1.33517,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","30-34 ans",1.02188,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","35-39 ans",3.92884,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","40-44 ans",4.0657,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","45-49 ans",4.09966,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","50-54 ans",6.36573,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","55-59 ans",3.66036,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","60 ans ou plus",1.00228,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"B6Z","15-24 ans",19.7917,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","25-29 ans",28.4455,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","30-34 ans",45.69529,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","35-39 ans",41.49665,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","40-44 ans",43.21081,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","45-49 ans",45.4083,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","50-54 ans",38.02271,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","55-59 ans",29.17729,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","60 ans ou plus",10.1331,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"A2Z","15-24 ans",7.88398,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","25-29 ans",9.0593,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","30-34 ans",6.89694,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","35-39 ans",7.13703,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","40-44 ans",9.42044,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","45-49 ans",7.27695,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","50-54 ans",7.34508,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","55-59 ans",6.7909,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","60 ans ou plus",3.62945,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"B6Z71","15-24 ans",9.64563,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","25-29 ans",15.83684,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","30-34 ans",29.16461,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","35-39 ans",22.79813,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","40-44 ans",25.4142,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","45-49 ans",24.16857,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","50-54 ans",22.81493,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","55-59 ans",16.41614,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","60 ans ou plus",6.95011,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"G1Z71","15-24 ans",17.18768,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","25-29 ans",31.0718,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","30-34 ans",22.50938,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","35-39 ans",29.23035,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","40-44 ans",20.6646,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","45-49 ans",22.10559,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","50-54 ans",22.45806,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","55-59 ans",18.51013,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","60 ans ou plus",8.89228,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"V3Z70","15-24 ans",17.97556,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","25-29 ans",21.73365,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","30-34 ans",19.48096,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","35-39 ans",20.76803,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","40-44 ans",19.13796,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","45-49 ans",17.88599,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","50-54 ans",15.90538,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","55-59 ans",13.8075,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","60 ans ou plus",5.40977,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"ENSEMBLE","15-24 ans",2205.39333,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","25-29 ans",2762.29174,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","30-34 ans",3093.10674,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","35-39 ans",3306.11902,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","40-44 ans",3343.40845,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","45-49 ans",3646.52754,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","50-54 ans",3475.72537,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","55-59 ans",3009.31364,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"ENSEMBLE","60 ans ou plus",1596.11591,"Tous métiers","E","Industries de process","ENS","Tous métiers"
"J","15-24 ans",193.5641,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","25-29 ans",210.11171,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","30-34 ans",253.63534,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","35-39 ans",241.50864,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","40-44 ans",278.64526,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","45-49 ans",308.25034,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","50-54 ans",281.2649,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","55-59 ans",223.97856,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","60 ans ou plus",93.90854,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"D2Z41","15-24 ans",1.05347,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","25-29 ans",1.21545,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","30-34 ans",3.37802,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","35-39 ans",0.84541,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","40-44 ans",0.79111,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","45-49 ans",0.90793,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","50-54 ans",1.14168,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","55-59 ans",1.41117,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z41","60 ans ou plus",0.31344,"Tuyauteurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"R1Z67","15-24 ans",11.01585,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","25-29 ans",11.55329,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","30-34 ans",10.4365,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","35-39 ans",12.98879,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","40-44 ans",5.00134,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","45-49 ans",6.50125,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","50-54 ans",3.61801,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","55-59 ans",2.84266,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z67","60 ans ou plus",1.1634,"Télévendeurs","R","Commerce","R1Z","Vendeurs"
"V0Z60","15-24 ans",56.37181,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","25-29 ans",91.43588,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","30-34 ans",101.67878,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","35-39 ans",92.91912,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","40-44 ans",84.80058,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","45-49 ans",99.98518,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","50-54 ans",94.60703,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","55-59 ans",79.52492,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"V0Z60","60 ans ou plus",25.62824,"V0Z60","V","Santé, action sociale, culturelle et sportive","V0Z","Aides-soignants"
"R1Z","15-24 ans",186.04084,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","25-29 ans",134.11109,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","30-34 ans",113.31225,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","35-39 ans",102.42517,"Vendeurs","R","Commerce","R1Z","Vendeurs"
"R1Z","40-44 ans",77.08701,"Vendeurs","R","Commerce","R1Z","Vendeurs"
