"Fap","diplome","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"Q1Z","Aucun diplôme, CEP ou brevet des collèges",0.58844,0.0175316495672205,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","En cours d'études initiales",2.81196,0.0837779507121227,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"M1Z81","Diplôme supérieur (bac +3 ou plus)",7.40538,0.304124005590174,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Bac + 2",10.74626,0.441327202157547,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Bac, brevet professionnel ou équivalent",3.34767,0.137482048158779,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","CAP, BEP ou autre diplôme équivalent",0.69121,0.0283865991892359,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Aucun diplôme, CEP ou brevet des collèges",0.28857,0.0118509872947987,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","En cours d'études initiales",1.87078,0.0768291576094657,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z81","Diplôme supérieur (bac +3 ou plus)",7.99983,0.440692783777754,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Bac + 2",7.3568,0.405269695943061,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Bac, brevet professionnel ou équivalent",1.51937,0.0836987029584886,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","CAP, BEP ou autre diplôme équivalent",0.01761,0.000970095604822383,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Aucun diplôme, CEP ou brevet des collèges",0.32062,0.0176622403644607,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","En cours d'études initiales",0.93862,0.0517064813514131,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"E2Z70","Diplôme supérieur (bac +3 ou plus)",8.44435,0.258587163290229,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Bac + 2",9.57967,0.293353507440657,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Bac, brevet professionnel ou équivalent",7.12466,0.218174947604891,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","CAP, BEP ou autre diplôme équivalent",0.65503,0.0200586604735709,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Aucun diplôme, CEP ou brevet des collèges",1.30448,0.0399464473605237,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","En cours d'études initiales",5.54753,0.169879273830128,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"L4Z80","Diplôme supérieur (bac +3 ou plus)",29.38197,0.465461300945229,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Bac + 2",12.79479,0.202691637038667,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Bac, brevet professionnel ou équivalent",8.14455,0.129023780182658,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","CAP, BEP ou autre diplôme équivalent",1.49435,0.0236730925485086,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Aucun diplôme, CEP ou brevet des collèges",0.74927,0.011869734703263,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","En cours d'études initiales",10.55948,0.167280454581675,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Diplôme supérieur (bac +3 ou plus)",47.15863,0.458740242853401,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Bac + 2",18.5395,0.180344821984452,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Bac, brevet professionnel ou équivalent",12.0843,0.117551224806856,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","CAP, BEP ou autre diplôme équivalent",2.97031,0.028893984637592,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Aucun diplôme, CEP ou brevet des collèges",1.65308,0.0160804993838052,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","En cours d'études initiales",20.39447,0.198389226333895,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Diplôme supérieur (bac +3 ou plus)",14.56959,0.463167455164955,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Bac + 2",6.3684,0.20245151864071,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Bac, brevet professionnel ou équivalent",2.89839,0.0921398557114891,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","CAP, BEP ou autre diplôme équivalent",0,0,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Aucun diplôme, CEP ou brevet des collèges",0.62221,0.0197800639742221,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","En cours d'études initiales",6.99783,0.222461106508624,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"J5Z80","Diplôme supérieur (bac +3 ou plus)",6.13996,0.518554490381765,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Bac + 2",3.20414,0.270607819075666,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Bac, brevet professionnel ou équivalent",0.91168,0.076996553363743,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","CAP, BEP ou autre diplôme équivalent",0.58573,0.0494682248176391,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Aucun diplôme, CEP ou brevet des collèges",0.64338,0.0543370947077538,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","En cours d'études initiales",0.35564,0.0300358176534327,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","Diplôme supérieur (bac +3 ou plus)",6.95414,0.260459266511433,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Bac + 2",7.36325,0.275782008147709,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Bac, brevet professionnel ou équivalent",5.49128,0.205669538003103,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","CAP, BEP ou autre diplôme équivalent",1.97524,0.0739803284926738,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Aucun diplôme, CEP ou brevet des collèges",0.57352,0.0214805279343869,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","En cours d'études initiales",4.3421,0.162628330910694,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","Diplôme supérieur (bac +3 ou plus)",5.71637,0.282929366771216,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Bac + 2",3.68763,0.182517720299165,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Bac, brevet professionnel ou équivalent",6.78735,0.335937078522666,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","CAP, BEP ou autre diplôme équivalent",1.33551,0.066100514595211,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Aucun diplôme, CEP ou brevet des collèges",0.7566,0.037447603793859,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","En cours d'études initiales",1.92077,0.0950677160178834,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"A2Z70","Diplôme supérieur (bac +3 ou plus)",3.52727,0.241168487086132,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Bac + 2",5.01108,0.342620378442131,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Bac, brevet professionnel ou équivalent",3.09888,0.21187836521204,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","CAP, BEP ou autre diplôme équivalent",0.48909,0.0334403363930055,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Aucun diplôme, CEP ou brevet des collèges",0.53643,0.0366770934823855,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","En cours d'études initiales",1.963,0.134215339384305,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"C2Z","Diplôme supérieur (bac +3 ou plus)",5.87144,0.248467875100823,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Bac + 2",4.19645,0.177585569207358,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Bac, brevet professionnel ou équivalent",7.09993,0.300455172915773,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","CAP, BEP ou autre diplôme équivalent",2.57587,0.109005788262497,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Aucun diplôme, CEP ou brevet des collèges",1.3912,0.0588728672762158,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","En cours d'études initiales",2.49569,0.105612727237334,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"G1Z","Diplôme supérieur (bac +3 ou plus)",30.30616,0.292937758932616,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Bac + 2",32.00865,0.309393938310182,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Bac, brevet professionnel ou équivalent",22.24486,0.21501765437026,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","CAP, BEP ou autre diplôme équivalent",6.82547,0.0659746363597963,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Aucun diplôme, CEP ou brevet des collèges",1.65946,0.016040253646068,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","En cours d'études initiales",10.41137,0.100635758381077,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Diplôme supérieur (bac +3 ou plus)",10.70088,0.194990788809542,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Bac + 2",17.16334,0.312749344465724,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Bac, brevet professionnel ou équivalent",16.68013,0.30394432104142,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","CAP, BEP ou autre diplôme équivalent",5.57876,0.101655827649607,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Aucun diplôme, CEP ou brevet des collèges",0.56394,0.0102760806065719,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","En cours d'études initiales",4.19185,0.076383637427135,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z","Diplôme supérieur (bac +3 ou plus)",13.57233,0.343516411925187,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Bac + 2",8.72194,0.220752776702804,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Bac, brevet professionnel ou équivalent",7.68037,0.194390583242365,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","CAP, BEP ou autre diplôme équivalent",2.61119,0.0660893611970036,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Aucun diplôme, CEP ou brevet des collèges",1.46286,0.0370250663186703,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","En cours d'études initiales",5.4613,0.138225800613971,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"D6Z","Diplôme supérieur (bac +3 ou plus)",13.00103,0.315885369907694,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Bac + 2",12.4807,0.303242938152358,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Bac, brevet professionnel ou équivalent",5.41294,0.131517930055399,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","CAP, BEP ou autre diplôme équivalent",2.52852,0.0614353228566507,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Aucun diplôme, CEP ou brevet des collèges",0.97625,0.0237198969906527,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","En cours d'études initiales",6.75799,0.164198542037246,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"F5Z","Diplôme supérieur (bac +3 ou plus)",0.1995,0.0607141444174942,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Bac + 2",1.03147,0.313908864873748,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Bac, brevet professionnel ou équivalent",1.04772,0.318854252576927,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","CAP, BEP ou autre diplôme équivalent",0.43089,0.131133421995259,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Aucun diplôme, CEP ou brevet des collèges",0.35648,0.108488111287962,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","En cours d'études initiales",0.21983,0.0669012048486103,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Diplôme supérieur (bac +3 ou plus)",0.28097,0.101600468641518,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Bac + 2",0.8487,0.306895105299699,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Bac, brevet professionnel ou équivalent",0.81966,0.296394063874103,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","CAP, BEP ou autre diplôme équivalent",0.18833,0.0681012786392039,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Aucun diplôme, CEP ou brevet des collèges",0.40795,0.147517212450822,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","En cours d'études initiales",0.21983,0.079491871094654,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"B6Z","Diplôme supérieur (bac +3 ou plus)",10.35476,0.214663371837503,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Bac + 2",15.1497,0.314066736875275,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Bac, brevet professionnel ou équivalent",11.64878,0.241489555778528,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","CAP, BEP ou autre diplôme équivalent",3.27113,0.0678134302986077,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Aucun diplôme, CEP ou brevet des collèges",1.43524,0.029753799971806,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","En cours d'études initiales",6.37759,0.132213105238281,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"A2Z","Diplôme supérieur (bac +3 ou plus)",5.53082,0.326431481979876,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","Bac + 2",4.90422,0.289449268382509,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","Bac, brevet professionnel ou équivalent",2.21112,0.130501296089069,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","CAP, BEP ou autre diplôme équivalent",0.28532,0.016839714624323,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","Aucun diplôme, CEP ou brevet des collèges",0.62069,0.0366334027413818,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z","En cours d'études initiales",3.39111,0.200144836182841,"Techniciens et cadres de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"B6Z71","Diplôme supérieur (bac +3 ou plus)",5.16165,0.222472064113538,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","Bac + 2",4.43712,0.191244126416836,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","Bac, brevet professionnel ou équivalent",7.22682,0.311482871247954,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","CAP, BEP ou autre diplôme équivalent",3.16862,0.136570560148681,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","Aucun diplôme, CEP ou brevet des collèges",0.8477,0.0365366827950455,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z71","En cours d'études initiales",2.35943,0.101693695277945,"Techniciens et chargés d'études du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"G1Z71","Diplôme supérieur (bac +3 ou plus)",22.03262,0.431194324959738,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","Bac + 2",14.96613,0.292897999539305,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","Bac, brevet professionnel ou équivalent",7.03524,0.137684740295514,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","CAP, BEP ou autre diplôme équivalent",1.62814,0.0318638785691374,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","Aucun diplôme, CEP ou brevet des collèges",1.13384,0.0221900696972194,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z71","En cours d'études initiales",4.30076,0.0841689869390859,"Techniciens experts","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"V3Z70","Diplôme supérieur (bac +3 ou plus)",3.32093,0.0844266960755377,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","Bac + 2",13.22554,0.33622769706524,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","Bac, brevet professionnel ou équivalent",16.57821,0.421461306666036,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","CAP, BEP ou autre diplôme équivalent",0.32858,0.00835335999147834,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","Aucun diplôme, CEP ou brevet des collèges",0.03893,0.00098970206484951,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z70","En cours d'études initiales",5.84288,0.148541238136859,"Techniciens médicaux et préparateurs","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"ENS","Diplôme supérieur (bac +3 ou plus)",1240.20528,0.249654570493243,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","Bac + 2",614.69365,0.123738450118253,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","Bac, brevet professionnel ou équivalent",1205.76451,0.242721608845308,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","CAP, BEP ou autre diplôme équivalent",748.80574,0.150735348750148,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","Aucun diplôme, CEP ou brevet des collèges",442.99838,0.0891760195442019,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","En cours d'études initiales",715.2175,0.143974002248846,"Tous métiers","Y","Tous métiers",NA,NA
"ENS","Inconnu",0,0,"Tous métiers","Y","Tous métiers",NA,NA
"J","Diplôme supérieur (bac +3 ou plus)",39.45574,0.0977411527893843,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
"J","Bac + 2",35.60032,0.0881903701836786,"Transports, logistique et tourisme","J","Transports, logistique et tourisme",NA,NA
