"Fap","Age","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"V4Z80","50 ans et plus","2017-2019",55.2456445635324,"Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"U0Z","Moins de 30 ans","1982-1984",24.8773420590305,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","30-49 ans","1982-1984",57.8525613808642,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","50 ans et plus","1982-1984",17.2700965601052,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","Moins de 30 ans","2017-2019",22.3910712498256,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","30-49 ans","2017-2019",51.4981462325781,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","50 ans et plus","2017-2019",26.1107825175963,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"X0Z00","Moins de 30 ans","2003-2005",2.60706224811327,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","30-49 ans","2003-2005",29.6887409634771,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","50 ans et plus","2003-2005",67.7041967884096,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","Moins de 30 ans","2017-2019",0.462339053767983,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","30-49 ans","2017-2019",9.30321847006405,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","50 ans et plus","2017-2019",90.234442476168,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","Moins de 30 ans","1982-1984",3.5876563115169,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","30-49 ans","1982-1984",31.4920039745777,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","50 ans et plus","1982-1984",64.9203397139054,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","Moins de 30 ans","2017-2019",0.316664650889317,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","30-49 ans","2017-2019",16.2850460854602,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","50 ans et plus","2017-2019",83.3982892636505,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"U1Z","Moins de 30 ans","1982-1984",29.9901262718284,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","30-49 ans","1982-1984",53.3669896923116,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","50 ans et plus","1982-1984",16.6428840358599,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","Moins de 30 ans","2017-2019",19.8758275640382,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","30-49 ans","2017-2019",51.9287795754004,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","50 ans et plus","2017-2019",28.1953928605614,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","Moins de 30 ans","2003-2005",22.0705487978129,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","30-49 ans","2003-2005",64.2336271105426,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","50 ans et plus","2003-2005",13.6958240916445,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","Moins de 30 ans","2017-2019",22.313956505786,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","30-49 ans","2017-2019",53.7433115585869,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","50 ans et plus","2017-2019",23.9427319356271,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"P3Z90","Moins de 30 ans","2003-2005",10.3139999971666,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","30-49 ans","2003-2005",58.3061377022824,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","50 ans et plus","2003-2005",31.379862300551,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","Moins de 30 ans","2017-2019",13.1507448206888,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","30-49 ans","2017-2019",53.766360944612,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","50 ans et plus","2017-2019",33.0828942346992,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","Moins de 30 ans","1982-1984",13.3301054977729,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","30-49 ans","1982-1984",57.2208392222063,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","50 ans et plus","1982-1984",29.4490552800208,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","Moins de 30 ans","2017-2019",13.0521226160948,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","30-49 ans","2017-2019",51.5642373012665,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","50 ans et plus","2017-2019",35.3836400826387,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"B2Z41","Moins de 30 ans","2003-2005",9.05062414314702,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","30-49 ans","2003-2005",59.9028852946947,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","50 ans et plus","2003-2005",31.0464905621582,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","Moins de 30 ans","2017-2019",5.34796768012371,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","30-49 ans","2017-2019",51.8018654184265,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","50 ans et plus","2017-2019",42.8501669014498,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"P1Z","Moins de 30 ans","1982-1984",24.325854911963,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","30-49 ans","1982-1984",55.6962444475203,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","50 ans et plus","1982-1984",19.9779006405167,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","Moins de 30 ans","2017-2019",8.34318243514694,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","30-49 ans","2017-2019",49.6669152482837,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","50 ans et plus","2017-2019",41.9899023165694,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"R3Z82","Moins de 30 ans","2003-2005",24.373933466644,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","30-49 ans","2003-2005",56.8598933131589,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","50 ans et plus","2003-2005",18.766173220197,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","Moins de 30 ans","2017-2019",16.8830681211465,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","30-49 ans","2017-2019",58.8004000789464,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","50 ans et plus","2017-2019",24.3165317999071,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"P1Z82","Moins de 30 ans","2003-2005",5.44156660199974,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","30-49 ans","2003-2005",61.3225935521865,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","50 ans et plus","2003-2005",33.2358398458138,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","Moins de 30 ans","2017-2019",12.9375562572331,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","30-49 ans","2017-2019",30.9021278926338,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","50 ans et plus","2017-2019",56.1603158501331,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"V3Z","Moins de 30 ans","1982-1984",41.8998133572261,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","30-49 ans","1982-1984",49.7521162907551,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","50 ans et plus","1982-1984",8.34807035201877,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","Moins de 30 ans","2017-2019",24.4851783468611,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","30-49 ans","2017-2019",49.6658848330864,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","50 ans et plus","2017-2019",25.8489368200524,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","Moins de 30 ans","2003-2005",8.86604908512983,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","30-49 ans","2003-2005",44.0902007773446,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","50 ans et plus","2003-2005",47.0437501375256,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","Moins de 30 ans","2017-2019",14.2454093599016,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","30-49 ans","2017-2019",50.1395906015129,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","50 ans et plus","2017-2019",35.6150000385855,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"A3Z40","Moins de 30 ans","2003-2005",40.4146271747849,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","30-49 ans","2003-2005",46.4066534991895,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","50 ans et plus","2003-2005",13.1787193260256,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","Moins de 30 ans","2017-2019",42.4832968607781,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","30-49 ans","2017-2019",43.7691965063811,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","50 ans et plus","2017-2019",13.7475066328408,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"Q0Z60","Moins de 30 ans","2003-2005",25.491465084708,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","30-49 ans","2003-2005",49.6280515947371,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","50 ans et plus","2003-2005",24.8804833205549,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","Moins de 30 ans","2017-2019",23.3888446257374,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","30-49 ans","2017-2019",54.5005800031363,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z60","50 ans et plus","2017-2019",22.1105753711264,"Q0Z60","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"R2Z83","Moins de 30 ans","2003-2005",30.7869115239444,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","30-49 ans","2003-2005",54.0668479319439,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","50 ans et plus","2003-2005",15.1462405441117,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","Moins de 30 ans","2017-2019",29.0499093403475,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","30-49 ans","2017-2019",46.1794805452465,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","50 ans et plus","2017-2019",24.770610114406,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"J4Z80","Moins de 30 ans","2003-2005",11.8714097425963,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","30-49 ans","2003-2005",70.1400153195502,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","50 ans et plus","2003-2005",17.9885749378535,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","Moins de 30 ans","2017-2019",14.4256597469468,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","30-49 ans","2017-2019",60.4977093007931,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","50 ans et plus","2017-2019",25.07663095226,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J1Z80","Moins de 30 ans","2003-2005",13.3278241713133,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","30-49 ans","2003-2005",62.7321257736288,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","50 ans et plus","2003-2005",23.9400500550579,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","Moins de 30 ans","2017-2019",11.6285674118661,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","30-49 ans","2017-2019",53.6500846174894,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","50 ans et plus","2017-2019",34.7213479706445,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D1Z40","Moins de 30 ans","2003-2005",24.3695892586217,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","30-49 ans","2003-2005",63.0312285568817,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","50 ans et plus","2003-2005",12.5991821844966,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","Moins de 30 ans","2017-2019",9.55227627371264,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","30-49 ans","2017-2019",60.313731115605,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","50 ans et plus","2017-2019",30.1339926106823,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"V1Z81","Moins de 30 ans","2003-2005",18.2516334809401,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","30-49 ans","2003-2005",69.4925499850329,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","50 ans et plus","2003-2005",12.255816534027,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","Moins de 30 ans","2017-2019",24.3247544763196,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","30-49 ans","2017-2019",50.878663313238,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","50 ans et plus","2017-2019",24.7965822104424,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V","Moins de 30 ans","1982-1984",41.1938604331106,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","30-49 ans","1982-1984",48.0687091902926,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","50 ans et plus","1982-1984",10.7374303765968,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","Moins de 30 ans","2017-2019",22.2148786170519,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","30-49 ans","2017-2019",50.4968357025514,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","50 ans et plus","2017-2019",27.2882856803967,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"L0Z","Moins de 30 ans","1982-1984",47.004818553684,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","30-49 ans","1982-1984",42.8448850892736,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","50 ans et plus","1982-1984",10.1502963570424,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","Moins de 30 ans","2017-2019",11.2048770416982,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","30-49 ans","2017-2019",49.7334172090567,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","50 ans et plus","2017-2019",39.0617057492451,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","Moins de 30 ans","2003-2005",18.9691155715816,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","30-49 ans","2003-2005",60.4398223046895,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","50 ans et plus","2003-2005",20.5910621237288,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","Moins de 30 ans","2017-2019",11.2048770416982,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","30-49 ans","2017-2019",49.7334172090567,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","50 ans et plus","2017-2019",39.0617057492451,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L3Z","Moins de 30 ans","1982-1984",22.1734099631534,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","30-49 ans","1982-1984",61.3311207247983,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","50 ans et plus","1982-1984",16.4954693120483,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","Moins de 30 ans","2017-2019",10.4660098684271,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","30-49 ans","2017-2019",52.8962242937347,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","50 ans et plus","2017-2019",36.6377658378382,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"S2Z61","Moins de 30 ans","2003-2005",54.1618768858002,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","30-49 ans","2003-2005",38.4429470461099,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","50 ans et plus","2003-2005",7.39517606808985,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","Moins de 30 ans","2017-2019",55.7773743760632,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","30-49 ans","2017-2019",32.3633850236552,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","50 ans et plus","2017-2019",11.8592406002816,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"T","Moins de 30 ans","1982-1984",28.1138792911347,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","30-49 ans","1982-1984",47.7582049017906,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","50 ans et plus","1982-1984",24.1279158070747,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","Moins de 30 ans","2017-2019",12.92625761216,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","30-49 ans","2017-2019",45.1754048659252,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","50 ans et plus","2017-2019",41.8983375219148,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"D2Z42","Moins de 30 ans","2003-2005",11.7350608840173,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","30-49 ans","2003-2005",60.9165385338758,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","50 ans et plus","2003-2005",27.3484005821068,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","Moins de 30 ans","2017-2019",14.0976751933731,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","30-49 ans","2017-2019",50.7382246845658,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","50 ans et plus","2017-2019",35.1641001220611,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"V5Z82","Moins de 30 ans","2003-2005",43.0196665848686,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","30-49 ans","2003-2005",44.1427011295853,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","50 ans et plus","2003-2005",12.8376322855461,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","Moins de 30 ans","2017-2019",33.844525126728,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","30-49 ans","2017-2019",48.5287269419705,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","50 ans et plus","2017-2019",17.6267479313016,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V3Z71","Moins de 30 ans","2003-2005",27.0309891786476,"Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
