"Fap","annee","Pourcentage","Temps_travail","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"X","2017-2019",46.18,"Temps partiel","Politique, religion","X","Politique, religion",NA,NA
"W0Z80","2017-2019",1.68,"dont sous-emploi","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z80","2017-2019",54.44,"Temps complet travaillant plus de 40h par semaine","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z80","2017-2019",17.16,"Temps partiel","Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",2.67,"dont sous-emploi","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",42.47,"Temps complet travaillant plus de 40h par semaine","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","2017-2019",12.94,"Temps partiel","Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",3.85,"dont sous-emploi","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",65.48,"Temps complet travaillant plus de 40h par semaine","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","2017-2019",15.22,"Temps partiel","Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"V5Z","2017-2019",20.82,"dont sous-emploi","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","2017-2019",24.7,"Temps complet travaillant plus de 40h par semaine","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","2017-2019",45.34,"Temps partiel","Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z85","2017-2019",4.68,"dont sous-emploi","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","2017-2019",21.28,"Temps complet travaillant plus de 40h par semaine","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","2017-2019",32.36,"Temps partiel","Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",4.49,"dont sous-emploi","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",20.56,"Temps complet travaillant plus de 40h par semaine","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","2017-2019",21.75,"Temps partiel","Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V5Z81","2017-2019",22.63,"dont sous-emploi","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","2017-2019",12.91,"Temps complet travaillant plus de 40h par semaine","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","2017-2019",47.34,"Temps partiel","Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z80","2017-2019",7.75,"dont sous-emploi","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","2017-2019",23.37,"Temps complet travaillant plus de 40h par semaine","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","2017-2019",34.25,"Temps partiel","Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"U0Z","2017-2019",5.28,"dont sous-emploi","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","2017-2019",60.58,"Temps complet travaillant plus de 40h par semaine","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","2017-2019",19.6,"Temps partiel","Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"X0Z00","2017-2019",3.42,"dont sous-emploi","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","2017-2019",64.84,"Temps complet travaillant plus de 40h par semaine","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","2017-2019",60.72,"Temps partiel","Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",2.64,"dont sous-emploi","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",72.39,"Temps complet travaillant plus de 40h par semaine","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","2017-2019",46.18,"Temps partiel","Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"U1Z","2017-2019",13.42,"dont sous-emploi","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","2017-2019",48.48,"Temps complet travaillant plus de 40h par semaine","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","2017-2019",29.29,"Temps partiel","Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",10.45,"dont sous-emploi","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",47.46,"Temps complet travaillant plus de 40h par semaine","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","2017-2019",18.9,"Temps partiel","Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"P3Z90","2017-2019",0.78,"dont sous-emploi","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","2017-2019",87.11,"Temps complet travaillant plus de 40h par semaine","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","2017-2019",6.66,"Temps partiel","Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",0.77,"dont sous-emploi","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",88.18,"Temps complet travaillant plus de 40h par semaine","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","2017-2019",6.82,"Temps partiel","Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"B2Z41","2017-2019",5.63,"dont sous-emploi","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","2017-2019",43.73,"Temps complet travaillant plus de 40h par semaine","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","2017-2019",17.25,"Temps partiel","Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"P1Z","2017-2019",1.67,"dont sous-emploi","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","2017-2019",21.12,"Temps complet travaillant plus de 40h par semaine","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","2017-2019",16.66,"Temps partiel","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"R3Z82","2017-2019",0.81,"dont sous-emploi","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","2017-2019",30.86,"Temps complet travaillant plus de 40h par semaine","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","2017-2019",5.82,"Temps partiel","Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"P1Z82","2017-2019",0,"dont sous-emploi","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","2017-2019",9.96,"Temps complet travaillant plus de 40h par semaine","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","2017-2019",12.36,"Temps partiel","Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"V3Z","2017-2019",6.67,"dont sous-emploi","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","2017-2019",38.22,"Temps complet travaillant plus de 40h par semaine","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","2017-2019",27.02,"Temps partiel","Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",17.93,"dont sous-emploi","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",37.78,"Temps complet travaillant plus de 40h par semaine","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","2017-2019",58.56,"Temps partiel","Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"A3Z40","2017-2019",9.61,"dont sous-emploi","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","2017-2019",60.02,"Temps complet travaillant plus de 40h par semaine","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","2017-2019",13.07,"Temps partiel","Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"R2Z83","2017-2019",7.22,"dont sous-emploi","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","2017-2019",42.19,"Temps complet travaillant plus de 40h par semaine","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","2017-2019",20.74,"Temps partiel","Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"J4Z80","2017-2019",0.46,"dont sous-emploi","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","2017-2019",30.68,"Temps complet travaillant plus de 40h par semaine","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","2017-2019",4.38,"Temps partiel","Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J1Z80","2017-2019",0.78,"dont sous-emploi","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","2017-2019",32.94,"Temps complet travaillant plus de 40h par semaine","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","2017-2019",6.14,"Temps partiel","Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D1Z40","2017-2019",0.87,"dont sous-emploi","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","2017-2019",31.4,"Temps complet travaillant plus de 40h par semaine","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","2017-2019",2.04,"Temps partiel","Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"V1Z81","2017-2019",2.91,"dont sous-emploi","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","2017-2019",32.34,"Temps complet travaillant plus de 40h par semaine","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","2017-2019",27.25,"Temps partiel","Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V","2017-2019",7.38,"dont sous-emploi","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","2017-2019",32.74,"Temps complet travaillant plus de 40h par semaine","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","2017-2019",28.03,"Temps partiel","Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"L0Z","2017-2019",7.35,"dont sous-emploi","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","2017-2019",8.84,"Temps complet travaillant plus de 40h par semaine","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","2017-2019",32.9,"Temps partiel","Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",7.35,"dont sous-emploi","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",8.84,"Temps complet travaillant plus de 40h par semaine","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","2017-2019",32.9,"Temps partiel","Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L3Z","2017-2019",2.79,"dont sous-emploi","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","2017-2019",19.88,"Temps complet travaillant plus de 40h par semaine","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","2017-2019",17.32,"Temps partiel","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","2017-2019",2.79,"dont sous-emploi","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","2017-2019",19.88,"Temps complet travaillant plus de 40h par semaine","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","2017-2019",17.32,"Temps partiel","Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"S2Z61","2017-2019",17.31,"dont sous-emploi","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","2017-2019",28.83,"Temps complet travaillant plus de 40h par semaine","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","2017-2019",46.12,"Temps partiel","Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"T","2017-2019",16.79,"dont sous-emploi","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","2017-2019",35.59,"Temps complet travaillant plus de 40h par semaine","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","2017-2019",43.65,"Temps partiel","Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"D2Z42","2017-2019",0.8,"dont sous-emploi","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","2017-2019",28.55,"Temps complet travaillant plus de 40h par semaine","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","2017-2019",3.2,"Temps partiel","Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"V5Z82","2017-2019",17.2,"dont sous-emploi","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","2017-2019",27.31,"Temps complet travaillant plus de 40h par semaine","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","2017-2019",41.66,"Temps partiel","Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V3Z71","2017-2019",1.7,"dont sous-emploi","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","2017-2019",46.2,"Temps complet travaillant plus de 40h par semaine","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","2017-2019",8.25,"Temps partiel","Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V5Z84","2017-2019",22.1,"dont sous-emploi","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z84","2017-2019",33.84,"Temps complet travaillant plus de 40h par semaine","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z84","2017-2019",47.9,"Temps partiel","Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"T2Z","2017-2019",20.51,"dont sous-emploi","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","2017-2019",58.16,"Temps complet travaillant plus de 40h par semaine","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z","2017-2019",53.94,"Temps partiel","T2Z","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",20.51,"dont sous-emploi","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",58.16,"Temps complet travaillant plus de 40h par semaine","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"T2Z60","2017-2019",53.94,"Temps partiel","T2Z60","T","Services aux particuliers et aux collectivités","T2Z","T2Z"
"M1Z80","2017-2019",0.76,"dont sous-emploi","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","2017-2019",21.6,"Temps complet travaillant plus de 40h par semaine","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z80","2017-2019",6.54,"Temps partiel","Techniciens d'étude et de développement en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",0.84,"dont sous-emploi","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",23.34,"Temps complet travaillant plus de 40h par semaine","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","2017-2019",5.49,"Temps partiel","Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z80","2017-2019",1.32,"dont sous-emploi","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","2017-2019",23.46,"Temps complet travaillant plus de 40h par semaine","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","2017-2019",13.31,"Temps partiel","Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",1.56,"dont sous-emploi","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",21.55,"Temps complet travaillant plus de 40h par semaine","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","2017-2019",15.42,"Temps partiel","Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"M1Z81","2017-2019",0.91,"dont sous-emploi","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","2017-2019",24.75,"Temps complet travaillant plus de 40h par semaine","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","2017-2019",4.62,"Temps partiel","Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z81","2017-2019",1.74,"dont sous-emploi","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","2017-2019",20.08,"Temps complet travaillant plus de 40h par semaine","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","2017-2019",16.96,"Temps partiel","Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"E2Z70","2017-2019",0.78,"dont sous-emploi","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","2017-2019",22.92,"Temps complet travaillant plus de 40h par semaine","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","2017-2019",4.61,"Temps partiel","Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"L4Z80","2017-2019",2.67,"dont sous-emploi","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","2017-2019",21.26,"Temps complet travaillant plus de 40h par semaine","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","2017-2019",14.36,"Temps partiel","Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",2.17,"dont sous-emploi","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",22.97,"Temps complet travaillant plus de 40h par semaine","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","2017-2019",13,"Temps partiel","Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",1.21,"dont sous-emploi","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",26.15,"Temps complet travaillant plus de 40h par semaine","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","2017-2019",10.35,"Temps partiel","Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"J5Z80","2017-2019",2.21,"dont sous-emploi","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","2017-2019",24.51,"Temps complet travaillant plus de 40h par semaine","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","2017-2019",13.07,"Temps partiel","Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","2017-2019",0.43,"dont sous-emploi","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","2017-2019",27.83,"Temps complet travaillant plus de 40h par semaine","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","2017-2019",5.37,"Temps partiel","Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","2017-2019",0.11,"dont sous-emploi","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","2017-2019",24.28,"Temps complet travaillant plus de 40h par semaine","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","2017-2019",1.96,"Temps partiel","Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"A2Z70","2017-2019",2.27,"dont sous-emploi","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","2017-2019",33.87,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","2017-2019",9.84,"Temps partiel","Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"C2Z","2017-2019",0.18,"dont sous-emploi","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","2017-2019",24.59,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","2017-2019",1.98,"Temps partiel","Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"G1Z","2017-2019",0.86,"dont sous-emploi","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","2017-2019",30.3,"Temps complet travaillant plus de 40h par semaine","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","2017-2019",5.1,"Temps partiel","Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
