"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"N0Z","CL","Fabrication de matériels de transport",40.17163,10.2449439414926,"Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z","AU","Autres secteurs",219.36639,55.9448637806731,"Personnels d'études et de recherche","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"J6Z91","HZ","Transports et entreposage",13.66082,74.9950042930141,"Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z91","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",2.44807,13.439385055919,"Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z91","AU","Autres secteurs",2.10675,11.5656106510669,"Personnels navigants de l'aviation","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"V2Z93","GZ","Commerce ; réparation d'automobiles et de motocycles",52.56711,74.0648986204742,"Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z93","QA","Activités pour la santé humaine",9.98039,14.0619595321636,"Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z93","CF","Industrie pharmaceutique",3.22243,4.54027149793045,"Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z93","AU","Autres secteurs",5.20446,7.33287034943167,"Pharmaciens","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"U1Z81","MC","Autres activités spécialisées, scientifiques et techniques",12.92993,58.5770015389571,"Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z81","RZ","Arts, spectacles et activités récréatives",4.19953,19.0253060359102,"Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z81","JA","Edition, audiovisuel et diffusion",1.22488,5.54912498714515,"Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z81","AU","Autres secteurs",3.71905,16.8485674379875,"Photographes","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"E1Z40","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",22.3219,65.1635181918313,"Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z40","CG","Fabrication de produits en caoutchouc et en plastique",4.89526,14.290556093511,"Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z40","CE","Industrie chimique",2.0851,6.08695728328625,"Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"E1Z40","AU","Autres secteurs",4.95295,14.4589684313715,"Pilotes d'installation lourde des industries de transformation","E","Industries de process","E1Z","Ouvriers qualifiés des industries de process"
"B4Z41","FZ","Construction",108.60362,85.3448855756548,"Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z41","OZ","Administration publique",4.20537,3.30474086824446,"Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z41","AU","Autres secteurs",14.44365,11.3503735561007,"Plombiers, chauffagistes","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"X","OZ","Administration publique",25.04243,59.9762082332829,"Politique, religion","X","Politique, religion",NA,NA
"X","SZ","Autres activités de services",12.48486,29.9010344892003,"Politique, religion","X","Politique, religion",NA,NA
"X","AU","Autres secteurs",4.22665,10.1227572775168,"Politique, religion","X","Politique, religion",NA,NA
"W0Z80","PZ","Enseignement",369.2551,93.3477436158546,"Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z80","AU","Autres secteurs",26.31429,6.6522563841454,"Professeurs des écoles","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","PZ","Enseignement",481.81441,96.225965922128,"Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z90","AU","Autres secteurs",18.89702,3.77403407787196,"Professeurs du secondaire","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","PZ","Enseignement",113.67099,91.5489763428455,"Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"W0Z92","AU","Autres secteurs",10.49314,8.45102365715445,"Professeurs du supérieur","W","Enseignement, formation","W0Z","Enseignants"
"V5Z","PZ","Enseignement",138.41537,32.9479909682065,"Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","OZ","Administration publique",91.50238,21.7809596564992,"Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","RZ","Arts, spectacles et activités récréatives",87.11222,20.735938774577,"Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z","AU","Autres secteurs",103.07264,24.5351106007173,"Professionnels de l'action culturelle, sportive et surveillants","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z85","QB","Hébergement médico-social et social et action sociale sans hébergement",40.77655,43.0736505546175,"Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","OZ","Administration publique",24.02631,25.3798048402063,"Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","QA","Activités pour la santé humaine",14.97044,15.813782706209,"Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z85","AU","Autres secteurs",14.89374,15.7327618989672,"Professionnels de l'action sociale","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","QB","Hébergement médico-social et social et action sociale sans hébergement",239.39711,66.5961630855682,"Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","OZ","Administration publique",48.83572,13.5852582912181,"Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","QA","Activités pour la santé humaine",24.83821,6.90956329386596,"Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z","AU","Autres secteurs",46.40479,12.9090153293477,"Professionnels de l'action sociale et de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V5Z81","OZ","Administration publique",72.46329,38.4481419343748,"Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","QB","Hébergement médico-social et social et action sociale sans hébergement",45.34035,24.0570392560734,"Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","SZ","Autres activités de services",19.96499,10.5931813092998,"Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z81","AU","Autres secteurs",50.70157,26.901637500252,"Professionnels de l'animation socioculturelle","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V4Z80","PZ","Enseignement",4.66783,59.901033933606,"Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","OZ","Administration publique",1.91849,24.6194772712982,"Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","QB","Hébergement médico-social et social et action sociale sans hébergement",0.37829,4.85449601351031,"Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z80","AU","Autres secteurs",0.82796,10.6249927815855,"Professionnels de l'orientation","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"U0Z","JA","Edition, audiovisuel et diffusion",50.79037,24.8971437806687,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","MC","Autres activités spécialisées, scientifiques et techniques",38.13886,18.6954472088074,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",21.22516,10.4044499043362,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z","AU","Autres secteurs",93.8464,46.0029591061878,"Professionnels de la communication et de l'information","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"X0Z00","OZ","Administration publique",25.04243,87.5668839075098,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","SZ","Autres activités de services",0.98418,3.44142225032048,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z00","AU","Autres secteurs",2.57145,8.99169384216971,"Professionnels de la politique","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","OZ","Administration publique",25.04243,59.9762082332829,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","SZ","Autres activités de services",12.48486,29.9010344892003,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"X0Z","AU","Autres secteurs",4.22665,10.1227572775168,"Professionnels de la politique et clergé","X","Politique, religion","X0Z","Professionnels de la politique et clergé"
"U1Z","RZ","Arts, spectacles et activités récréatives",142.77327,33.1867681897713,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","JA","Edition, audiovisuel et diffusion",66.90016,15.5505305844617,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","MC","Autres activités spécialisées, scientifiques et techniques",47.2713,10.9879228452856,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z","AU","Autres secteurs",173.2667,40.2747783804814,"Professionnels des arts et des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","JA","Edition, audiovisuel et diffusion",45.65424,38.3155449059703,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","RZ","Arts, spectacles et activités récréatives",38.72716,32.5019590307647,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","ZZ","Autres secteurs",6.89052,5.78290271583727,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z80","AU","Autres secteurs",27.88139,23.3995933474278,"Professionnels des spectacles","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"P3Z90","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",83.61578,89.8625287551499,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z90","AU","Autres secteurs",9.43277,10.1374712448501,"Professionnels du droit","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",83.61578,81.6888782335632,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","OZ","Administration publique",9.11026,8.90031666051673,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","QB","Hébergement médico-social et social et action sociale sans hébergement",3.09529,3.02395992607575,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z","AU","Autres secteurs",6.5375,6.38684517984428,"Professionnels du droit (hors juristes en entreprise)","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"B2Z41","CG","Fabrication de produits en caoutchouc et en plastique",8.04755,48.1587004083665,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","FZ","Construction",4.39058,26.2744098314351,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","SZ","Autres activités de services",1.26418,7.56519262163624,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z41","AU","Autres secteurs",3.00817,18.0016971385621,"Professionnels du travail de la pierre et des matériaux associés","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"P1Z","OZ","Administration publique",267.45178,67.0084991867209,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","QA","Activités pour la santé humaine",41.09196,10.2953533090741,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","PZ","Enseignement",25.06608,6.2801616100453,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z","AU","Autres secteurs",65.52131,16.4159858941596,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"R3Z82","GZ","Commerce ; réparation d'automobiles et de motocycles",32.30533,31.7528525918978,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","NZ","Activités de services administratifs et de soutien",8.07397,7.93589105083913,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","HZ","Transports et entreposage",8.03394,7.89654563355803,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z82","AU","Autres secteurs",53.32669,52.414710723705,"Professions intermédiaires commerciales","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"P1Z82","HZ","Transports et entreposage",11.87891,70.7169318894167,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","JB","Télécommunications",3.09035,18.3973167962767,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","FZ","Construction",1.37827,8.20504791392698,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"P1Z82","AU","Autres secteurs",0.4503,2.68070340037969,"Professions intermédiaires de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P1Z","Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés)"
"V3Z","QA","Activités pour la santé humaine",240.75826,55.838336133581,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","GZ","Commerce ; réparation d'automobiles et de motocycles",99.86967,23.1624709491164,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","QB","Hébergement médico-social et social et action sociale sans hébergement",30.85066,7.15510040246521,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z","AU","Autres secteurs",59.6916,13.8440925148374,"Professions para-médicales","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","QA","Activités pour la santé humaine",39.20149,58.1773376717335,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","QB","Hébergement médico-social et social et action sociale sans hébergement",15.56935,23.1058394025177,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","OZ","Administration publique",6.23592,9.2544753664699,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z90","AU","Autres secteurs",6.37599,9.4623475592789,"Psychologues, psychothérapeutes","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"A3Z40","AZ","Agriculture, sylviculture et pêche",9.36051,90.6377119485175,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","GZ","Commerce ; réparation d'automobiles et de motocycles",0.68322,6.61561149525679,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z40","AU","Autres secteurs",0.28366,2.74667655622573,"Pêcheurs, aquaculteurs salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"R2Z83","GZ","Commerce ; réparation d'automobiles et de motocycles",41.48842,42.4289423654141,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","LZ","Activités immobilières",36.62457,37.45483124419,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","ZZ","Autres secteurs",4.9137,5.02509119655401,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"R2Z83","AU","Autres secteurs",14.75661,15.0911351938419,"Représentants auprès des particuliers","R","Commerce","R2Z","Attachés commerciaux et représentants"
"J4Z80","HZ","Transports et entreposage",45.60222,55.8032834228264,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",5.8575,7.167803072947,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","CH","Métallurgie et fabrication de produits métalliques",3.98234,4.87317608015702,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z80","AU","Autres secteurs",26.27754,32.1557374240696,"Responsables logistiques (non cadres)","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J1Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",29.97652,30.1663538481309,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","HZ","Transports et entreposage",17.41015,17.5204041512836,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","CL","Fabrication de matériels de transport",4.39011,4.41791147512179,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z80","AU","Autres secteurs",47.59393,47.8953305254637,"Responsables magasinage","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D1Z40","CH","Métallurgie et fabrication de produits métalliques",6.26566,27.4023274436562,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","CG","Fabrication de produits en caoutchouc et en plastique",3.82688,16.7365319611308,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","CL","Fabrication de matériels de transport",3.08408,13.4879597715853,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"D1Z40","AU","Autres secteurs",9.68881,42.3731808236276,"Régleurs","D","Mécanique, travail des métaux","D1Z","Ouvriers qualifiés travaillant par enlèvement de métal"
"V1Z81","QA","Activités pour la santé humaine",22.89903,92.2664170667062,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z81","AU","Autres secteurs",1.91935,7.73358293329379,"Sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V","QA","Activités pour la santé humaine",1369.28024,46.1280492228457,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","QB","Hébergement médico-social et social et action sociale sans hébergement",699.6228,23.568758252018,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","PZ","Enseignement",227.87126,7.67648315567007,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"V","AU","Autres secteurs",671.65871,22.6267093694663,"Santé, action sociale, culturelle et sportive","V","Santé, action sociale, culturelle et sportive",NA,NA
"L0Z","QA","Activités pour la santé humaine",83.83441,22.0060659313568,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",52.59368,13.8055482188361,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",36.40544,9.55622533635118,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z","AU","Autres secteurs",208.12693,54.6321605134559,"Secrétaires","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","QA","Activités pour la santé humaine",83.83441,22.0060659313568,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","GZ","Commerce ; réparation d'automobiles et de motocycles",52.59368,13.8055482188361,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",36.40544,9.55622533635118,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L0Z60","AU","Autres secteurs",208.12693,54.6321605134559,"Secrétaires bureautiques et assimilés","L","Gestion, administration des entreprises","L0Z","Secrétaires"
"L3Z","GZ","Commerce ; réparation d'automobiles et de motocycles",16.91909,12.3723457349858,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",15.85372,11.5932774768417,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","FZ","Construction",13.90777,10.170271500575,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z","AU","Autres secteurs",90.06867,65.8641052875976,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","GZ","Commerce ; réparation d'automobiles et de motocycles",16.91909,12.3723457349858,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","MA","Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, etc.",15.85372,11.5932774768417,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","FZ","Construction",13.90777,10.170271500575,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","AU","Autres secteurs",90.06867,65.8641052875976,"Secrétaires de direction","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"S2Z61","IZ","Hébergement et restauration",225.06827,90.2394573546625,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z61","AU","Autres secteurs",24.34399,9.76054264533748,"Serveurs de cafés restaurants","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"T","QB","Hébergement médico-social et social et action sociale sans hébergement",918.85596,29.9492486977303,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","NZ","Activités de services administratifs et de soutien",415.1577,13.5316760704014,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","OZ","Administration publique",362.14196,11.803677721069,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"T","AU","Autres secteurs",1371.88782,44.7153975107993,"Services aux particuliers et aux collectivités","T","Services aux particuliers et aux collectivités",NA,NA
"D2Z42","CH","Métallurgie et fabrication de produits métalliques",13.59,31.9739578113155,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","CL","Fabrication de matériels de transport",7.36462,17.3271559364511,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",6.70728,15.7805951249949,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"D2Z42","AU","Autres secteurs",14.84144,34.9182911272385,"Soudeurs","D","Mécanique, travail des métaux","D2Z","Ouvriers qualifiés travaillant par formage de métal"
"V5Z82","RZ","Arts, spectacles et activités récréatives",62.20773,56.4475099759937,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","PZ","Enseignement",19.55627,17.7454272309603,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","OZ","Administration publique",14.4766,13.1361170535956,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z82","AU","Autres secteurs",13.96396,12.6709457394503,"Sportifs et animateurs sportifs","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V3Z71","GZ","Commerce ; réparation d'automobiles et de motocycles",34.79858,62.1485006151702,"Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",16.62712,29.6951938139002,"Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","QA","Activités pour la santé humaine",2.29926,4.10636185512272,"Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V3Z71","AU","Autres secteurs",2.26767,4.04994371580688,"Spécialistes de l'appareillage médical","V","Santé, action sociale, culturelle et sportive","V3Z","Professions para-médicales"
"V5Z84","PZ","Enseignement",100.45836,89.9764056624619,"Surveillants d'établissements scolaires","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
